Brand,Name,Boarding_time,Km,Discharge,Sec_price,New_price
丰田,卡罗拉 2012款 1.8L GL-i炫装版 CVT,2012年3月,7.00万公里,国4,8.8,16.48万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2010年11月,8.30万公里,国4,4.9,15.93万
丰田,Fortuner 2014款 2.7L 4AT 2700中东版 平行进口,2017年7月,0.10万公里,--,24.3,35.82万
丰田,凯美瑞 2006款 200E 精英版,2005年8月,9.80万公里,国3,4.35,21.47万
丰田,汉兰达 2012款 2.7L 自动 两驱 豪华型 7座,2012年7月,9.00万公里,国4,16.8,32.43万
丰田,花冠 2009款 经典特别版 MT,2008年5月,11.00万公里,国4,2.98,12.46万
丰田,凯美瑞 2013款 2.5G 舒适版,2014年1月,7.00万公里,国4,12.8,22.77万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2008年6月,11.00万公里,国4,4.35,15.93万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2008年6月,11.00万公里,国4,4.38,15.93万
丰田,汉兰达 2011款 2.7L 自动 两驱 豪华导航型 7座,2012年1月,9.00万公里,国4,16.5,34.60万
丰田,皇冠 2012款 V6 2.5L Royal 真皮版,2013年10月,8.80万公里,国4,22.8,36.88万
丰田,普瑞维亚 2006款 ACR50L—GFPGK 7人座豪华版,2008年11月,16.00万公里,欧4,17.86,53.17万
丰田,RAV4荣放 2015款 2.0L CVT 两驱 风尚版,2015年8月,6.70万公里,"国4,国5",14.98,21.69万
丰田,普瑞维亚 2006款 ACR50L—GFPGK 7人座豪华版,2008年12月,16.00万公里,欧4,17.98,53.17万
丰田,凯美瑞 2009款 240V NAVI 至尊导航版,2008年12月,20.00万公里,国4,7.98,29.72万
丰田,汉兰达 2012款 2.7L 自动 两驱 精英型 7座,2012年9月,6.51万公里,国4,16.3,28.53万
丰田,Sienna 2015款 3.5L 四驱 Limited限量 汽油 美规版,2017年4月,0.80万公里,国5,59.8,75.98万
丰田,普瑞维亚 2010款 2.4L 自动 七座标准版,2016年8月,2.70万公里,欧4,40.8,50.89万
丰田,普瑞维亚 2006款 ACR50L—GFPGK 7人座豪华版,2010年5月,10.00万公里,欧4,21.5,53.17万
丰田,RAV4荣放 2009款 2.0L 豪华版 AT,2010年4月,11.30万公里,国4,10.0,23.64万
丰田,埃尔法 2012款 2.4L 手自一体 豪华版,2012年8月,7.50万公里,欧4,42.8,66.69万
丰田,凯美瑞 2009款 200G 豪华版,2010年1月,11.13万公里,国4,9.68,22.77万
丰田,RAV4荣放 2009款 2.0L 豪华版 AT,2010年4月,11.30万公里,国4,10.0,23.64万
丰田,埃尔法 2015款 3.5L 自动 豪华版,未上牌,百公里内,国5,118.9,82.39万
丰田,埃尔法 2015款 3.5L 自动 尊贵版,未上牌,百公里内,国5,125.6,88.36万
丰田,Sienna 2017款 3.5L 两驱 LE 加拿大版,2017年8月,百公里内,国5,48.0,52.10万
丰田,Sienna 2014款 3.5L 塞纳 L,2016年2月,0.56万公里,--,48.8,暂无
丰田,威驰 2014款 1.3L 手动 型尚版,2014年11月,1.30万公里,"国4,国5",6.1,8.23万
丰田,锐志 2010款 2.5V 风尚菁英版,2013年8月,6.70万公里,国4,16.5,28.20万
丰田,凯美瑞 2006款 240G 豪华版,2006年11月,6.50万公里,国3,5.5,24.94万
丰田,卡罗拉 2007款 GLX—i MT,2009年1月,8.70万公里,国3,5.0,16.26万
丰田,卡罗拉 2014款 1.8L PREMIUM至高版 CVT,2014年8月,2.00万公里,"国4,国5",9.8,17.35万
丰田,卡罗拉 2011款 1.8L GL-i CVT,2011年8月,3.90万公里,国4,8.3,16.04万
丰田,凯美瑞 2008款 240G 豪华版,2008年9月,6.58万公里,国4,9.36,24.94万
丰田,凯美瑞 2013款 200G 自动 经典 豪华版,2013年6月,6.80万公里,欧4,11.68,21.04万
丰田,凯美瑞 2007款 240G 豪华版,2007年7月,7.50万公里,OBD,6.55,24.94万
丰田,凯美瑞 2011款 240G 豪华周年纪念版,2011年5月,10.15万公里,国4,10.6,24.73万
丰田,埃尔法 2015款 3.5L 自动 豪华版,2017年9月,1.10万公里,国5,116.99,82.39万
丰田,锐志 2007款 2.5V天窗,2007年6月,7.80万公里,国3,6.8,28.31万
丰田,凯美瑞 2012款 2.5G 豪华导航版,2012年8月,8.90万公里,国4,12.5,24.51万
丰田,凯美瑞(进口) 2004款 2.4 自动版,2004年11月,10.00万公里,--,5.7,36.56万
丰田,凯美瑞 2007款 240G 豪华版,2007年8月,7.90万公里,OBD,6.18,24.94万
丰田,锐志 2010款 2.5V 风尚菁英版,2013年8月,6.70万公里,国4,16.5,28.20万
丰田,凯美瑞(进口) 2004款 2.4 自动版,2005年1月,10.00万公里,--,5.77,36.56万
丰田,凯美瑞 2007款 240G 豪华版,2007年10月,7.80万公里,OBD,6.65,24.94万
丰田,卡罗拉 2017款 D-4T CVT GL,2017年3月,1.03万公里,国5,10.98,13.00万
丰田,锐志 2006款 2.5V 手自一体,2006年10月,9.00万公里,国3,6.28,26.87万
丰田,卡罗拉 2013款 1.8L GL-i至酷版 CVT,2014年6月,2.80万公里,国4,9.9,16.48万
丰田,逸致 2011款 180G 豪华多功能版,2011年8月,5.20万公里,国4,9.99,20.60万
丰田,凯美瑞 2007款 240G 豪华版,2007年5月,8.90万公里,OBD,6.5,24.94万
丰田,卡罗拉 2011款 1.8L GLX-i CVT,2010年11月,10.66万公里,国4,7.08,17.45万
丰田,凯美瑞 2012款 骏瑞 2.0S 耀动版,2012年10月,4.20万公里,国4,10.66,19.52万
丰田,锐志 2007款 2.5V天窗,2007年4月,9.20万公里,国3,7.3,28.31万
丰田,凯美瑞 2012款 经典版 2.0L 200E 精英版,2012年9月,10.00万公里,国4,9.0,19.84万
丰田,花冠 2007款 经典版 AT,2007年12月,9.00万公里,国3,3.9,13.11万
丰田,锐志 2006款 2.5V 天窗版,2006年11月,10.00万公里,国3,6.88,27.41万
丰田,凯美瑞 2011款 200G 豪华经典周年纪念版,2011年2月,6.20万公里,国4,9.8,22.12万
丰田,埃尔法 2012款 3.5L 手自一体 豪华版,2012年4月,5.10万公里,欧4,56.8,81.32万
丰田,逸致 2012款 2.0L 自动 至尊导航版,2013年4月,6.00万公里,国4,10.93,26.03万
丰田,花冠 2007款 1.8 GL-i 自动,2007年4月,10.00万公里,OBD,3.6,16.48万
丰田,普瑞维亚 2012款 2.4L 自动 七座豪华版,2012年8月,6.00万公里,国4,25.75,53.17万
丰田,威驰 2014款 1.3L 自动 型尚版,2014年4月,3.30万公里,"国4,国5",6.3,9.10万
丰田,普瑞维亚 2006款 ACR50L—GFPGK 7人座豪华版,2007年11月,12.00万公里,欧4,12.8,53.17万
丰田,汉兰达 2009款 3.5L 豪华版,2011年2月,12.17万公里,国4,17.0,41.23万
丰田,凯美瑞 2009款 200G 豪华版,2009年1月,8.50万公里,国4,7.5,22.77万
丰田,锐志 2010款 2.5V 风尚菁英版,2011年3月,6.80万公里,国4,13.98,28.20万
丰田,雷凌 2016款 1.6G CVT 精英版,2016年6月,2.94万公里,"国4,国5",9.24,13.55万
丰田,汉兰达 2012款 2.7L 自动 两驱 豪华导航型 7座,2013年3月,7.01万公里,国4,22.0,34.60万
丰田,汉兰达 2009款 3.5L 豪华版,2011年2月,12.17万公里,国4,17.0,41.23万
丰田,RAV4荣放 2011款 2.0L 自动豪华版,2011年6月,6.69万公里,国4,11.8,24.94万
丰田,Sienna 2011款 3.5L 自动 两驱 限量版,2014年12月,3.00万公里,欧4,35.98,暂无
丰田,RAV4荣放 2011款 2.4L 自动至臻版,2012年1月,11.53万公里,国4,12.0,28.20万
丰田,逸致 2015款 1.8L CVT 180E 跨界版 5座,2015年4月,2.70万公里,"国4,国5",11.9,17.67万
丰田,锐志 2010款 2.5S特别导航版,2012年4月,6.00万公里,国4,12.46,26.68万
丰田,汉兰达 2009款 2.7L 豪华版,2009年9月,9.00万公里,国4,14.88,32.43万
丰田,锐志 2006款 2.5V 手自一体,2006年3月,13.00万公里,国3,5.6,26.87万
丰田,汉兰达 2011款 2.7L 自动 两驱 豪华型 7座,2012年5月,9.87万公里,国4,18.0,32.43万
丰田,汉兰达 2012款 2.7L 自动 两驱 豪华导航型 7座,2013年3月,7.01万公里,国4,22.0,34.60万
丰田,锐志 2010款 2.5S 风尚菁华版,2012年1月,6.50万公里,国4,12.8,25.49万
丰田,锐志 2010款 2.5S特别导航版,2012年1月,6.50万公里,国4,12.8,26.68万
丰田,汉兰达(进口) 2007款 SPORT LUXURY（运动豪华型）,2007年8月,11.60万公里,欧4,14.58,53.95万
丰田,皇冠 2005款 3.0 Royal,2006年1月,13.50万公里,国3,7.2,37.23万
丰田,RAV4荣放 2011款 2.4L 自动至臻版,2012年1月,11.53万公里,国4,12.0,28.20万
丰田,锐志 2010款 2.5V 风度菁英版,2012年6月,12.80万公里,国4,13.5,24.94万
丰田,花冠 2005款 1.8 GL-i 自动,2007年1月,13.00万公里,国2,2.8,16.48万
丰田,埃尔法 2012款 3.5L 手自一体 豪华版,2012年10月,6.00万公里,欧4,56.8,81.32万
丰田,锐志 2010款 2.5S特别导航版,2012年4月,6.60万公里,国4,12.68,26.68万
丰田,普拉多 2016款 2.7L 自动标准版,2016年4月,3.46万公里,"国4,国5",36.0,42.31万
丰田,埃尔法 2010款 2.4L 豪华版,2010年12月,14.00万公里,欧4,43.58,66.69万
丰田,花冠 2004款 GLX-i标准版 自动型,2005年1月,16.00万公里,国2,2.48,18.43万
丰田,凯美瑞 2006款 240V NAVI 至尊导航版,2006年9月,14.00万公里,国3,5.88,29.29万
丰田,RAV4荣放 2010款 2.0L 豪华升级版 AT,2010年9月,8.90万公里,国4,9.98,24.73万
丰田,普拉多 2016款 2.7L 自动标准版,2016年4月,3.46万公里,"国4,国5",36.0,42.31万
丰田,皇冠 2012款 V6 2.5L Royal 真皮版,2012年8月,6.60万公里,国4,18.8,36.88万
丰田,Sienna 2015款 3.5L 两驱L,2015年6月,3.00万公里,"欧4,OBD",36.8,48.85万
丰田,RAV4荣放 2012款 2.0L 自动 经典版,2013年2月,6.00万公里,国4,13.9,21.47万
丰田,卡罗拉 2012款 1.8L GL-i炫装版 CVT,2012年5月,7.00万公里,国4,8.5,16.48万
丰田,凯美瑞 2012款 骏瑞 2.0S 耀动版,2012年6月,6.90万公里,国4,10.88,19.52万
丰田,皇冠 2012款 V6 2.5L Royal Saloon 尊贵版,2013年3月,6.00万公里,国4,23.5,43.40万
丰田,皇冠 2012款 V6 2.5L Royal 导航版,2014年8月,4.20万公里,国4,22.2,37.97万
丰田,YARiS L 致炫 2014款 1.5L 手动 炫动版,2014年3月,4.80万公里,"国4,京5",5.5,9.31万
丰田,凯美瑞 2014款 2.0G 舒适版  星耀版,2014年10月,4.00万公里,国4,12.98,20.60万
丰田,凯美瑞 2012款 2.0G 豪华版,2012年8月,7.00万公里,国4,10.9,21.69万
丰田,RAV4荣放 2011款 2.4L 豪华升级版 AT,2011年12月,8.00万公里,国4,12.5,27.87万
丰田,凯美瑞 2013款 200G 自动 经典 豪华版,2014年10月,4.00万公里,欧4,12.6,21.04万
丰田,埃尔法 2015款 3.5L 自动 豪华版,2016年10月,1.30万公里,国5,107.88,82.39万
丰田,Sienna 2015款 3.5L 四驱L,2015年8月,3.00万公里,"欧4,OBD",35.9,56.44万
丰田,埃尔法 2012款 3.5L 手自一体 豪华版,2013年6月,6.20万公里,欧4,59.8,81.32万
丰田,RAV4荣放 2011款 2.0L 自动豪华版,2011年12月,8.60万公里,国4,10.68,24.94万
丰田,皇冠 2012款 V6 2.5L Royal 导航版,2013年3月,6.70万公里,国4,23.8,37.97万
丰田,Sienna 2011款 2.7L 自动 两驱 LE版,2012年12月,7.00万公里,欧4,28.3,70.56万
丰田,汉兰达 2009款 2.7L 豪华版,2011年11月,18.60万公里,国4,17.5,32.43万
丰田,凯美瑞 2013款 200G 自动 经典 豪华版,2015年4月,3.70万公里,欧4,13.0,21.04万
丰田,凯美瑞 2008款 240G 豪华版,2008年1月,15.00万公里,国4,8.5,24.94万
丰田,埃尔法 2010款 2.4L 豪华版,2011年12月,9.00万公里,欧4,46.8,66.69万
丰田,皇冠 2012款 V6 2.5L Royal 导航版,2013年11月,6.00万公里,国4,23.0,37.97万
丰田,凯美瑞 2013款 200G 自动 经典 豪华版,2015年6月,3.50万公里,欧4,12.2,21.04万
丰田,凯美瑞 2012款 经典版 2.0L 200E 精英版,2014年6月,5.00万公里,国4,12.8,19.84万
丰田,埃尔法 2015款 3.5L 自动 豪华版,2016年11月,1.30万公里,国5,106.8,82.39万
丰田,汉兰达 2009款 2.7L 豪华版,2011年11月,18.60万公里,国4,17.5,32.43万
丰田,凯美瑞 2010款 240G Gbook  智能领航版,2012年8月,8.00万公里,国4,15.8,27.77万
丰田,凯美瑞 2012款 2.5V Navi 至尊导航版,2012年10月,7.80万公里,国4,13.28,27.12万
丰田,凯美瑞 2015款 2.5HQ E-CVT 旗舰版,2014年8月,5.00万公里,"国4,国5",21.8,35.80万
丰田,RAV4荣放 2012款 2.4L 自动 豪华炫装版,2012年3月,9.00万公里,国4,12.78,26.46万
丰田,RAV4荣放 2013款 2.0L CVT 风尚版,2013年12月,6.00万公里,"国4,京5",13.99,23.64万
丰田,凯美瑞 2006款 240G 豪华版,2005年6月,9.00万公里,国3,5.98,24.94万
丰田,凯美瑞(进口) 2004款 2.4 自动版,2004年9月,9.20万公里,--,5.0,36.56万
丰田,逸致 2012款 1.8L 自动 舒适多功能版,2013年6月,8.00万公里,国4,9.3,19.52万
丰田,凯美瑞 2007款 240V 至尊版,2007年3月,8.20万公里,国4,6.1,27.33万
丰田,凯美瑞 2007款 240V 至尊版,2007年11月,7.70万公里,国4,6.2,27.33万
丰田,威驰 2003款 GL—i1.5AT,2003年11月,11.00万公里,国2,1.5,12.99万
丰田,花冠 2007款 经典版 MT,2006年8月,9.10万公里,国3,2.75,11.81万
丰田,凯美瑞(进口) 2004款 2.4 自动版,2005年8月,10.00万公里,--,5.66,36.56万
丰田,FJ酷路泽 2013款 4.0L 自动,2016年1月,1.40万公里,欧4,55.0,59.35万
丰田,凯美瑞 2010款 240G  豪华版,2010年1月,13.00万公里,国4,9.8,24.62万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2010年8月,6.30万公里,国4,4.88,15.93万
丰田,皇冠 2012款 V6 2.5L Royal Saloon 尊贵版,2013年6月,7.50万公里,国4,22.88,43.40万
丰田,凯美瑞 2007款 240V Navi 至尊导航版,2007年9月,9.00万公里,国3,8.0,29.29万
丰田,凯美瑞 2012款 骏瑞 2.0S 耀动版,2012年3月,5.00万公里,国4,10.06,19.52万
丰田,卡罗拉 2007款 1.8 GL-i MT,2007年12月,9.00万公里,国4,3.5,15.72万
丰田,陆地巡洋舰 2003款 4.5L GX—R AT,2004年9月,12.00万公里,国2,27.8,74.46万
丰田,皇冠 2007款 3.0 Royal Saloon 时尚导航版,2007年4月,10.00万公里,国4,11.58,45.59万
丰田,凯美瑞 2008款 240E精英版,2008年7月,8.80万公里,国4,6.0,22.77万
丰田,凯美瑞 2006款 200E 精英版,2005年6月,12.00万公里,国3,4.08,21.47万
丰田,埃尔法 2012款 3.5L 手自一体 豪华版,2012年5月,10.00万公里,欧4,53.8,81.32万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2009年1月,8.60万公里,国4,4.68,15.93万
丰田,凯美瑞 2012款 2.0G 豪华导航版,2012年3月,5.50万公里,国4,10.99,22.34万
丰田,卡罗拉 2007款 GLX—i MT,2009年1月,8.70万公里,国3,5.0,16.26万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2009年12月,7.90万公里,国4,4.68,15.93万
丰田,汉兰达 2009款 3.5L 豪华版,2011年11月,6.00万公里,国4,17.8,41.23万
丰田,汉兰达 2012款 2.7L 自动 两驱 精英型 7座,2014年1月,7.10万公里,国4,21.8,28.53万
丰田,皇冠 2005款 2.5 行政版,2005年1月,13.00万公里,OBD,3.98,27.14万
丰田,卡罗拉 2009款 GLX—i 特别纪念版 AT,2009年1月,8.90万公里,国4,4.39,18.43万
丰田,卡罗拉 2007款 GL AT,2007年1月,11.00万公里,国3,3.35,15.17万
丰田,凯美瑞 2013款 200E 自动 经典 精英版,2014年5月,3.50万公里,欧4,11.58,19.84万
丰田,凯美瑞 2013款 200E 自动 经典 精英版,2014年5月,3.50万公里,欧4,11.18,19.84万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2010年8月,7.50万公里,国4,4.72,15.93万
丰田,凯美瑞 2008款 240E精英版,2007年6月,11.00万公里,国4,5.55,22.77万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2010年1月,8.30万公里,国4,4.88,15.93万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2010年9月,7.60万公里,国4,4.73,15.93万
丰田,坦途 2014款 5.7L 手自一体 1794版,2016年12月,1.60万公里,--,46.8,暂无
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2010年10月,7.60万公里,国4,4.8,15.93万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2010年10月,7.60万公里,国4,4.86,15.93万
丰田,RAV4荣放 2013款 2.0L 自动 特享精英版,2014年10月,6.00万公里,国4,18.0,23.86万
丰田,逸致 2015款 1.8L CVT 180E 跨界版 5座,2015年4月,2.75万公里,"国4,国5",11.5,17.67万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2010年6月,8.20万公里,国4,4.69,15.93万
丰田,埃尔法 2015款 3.5L 自动 尊贵版,2016年4月,2.90万公里,国5,118.8,88.36万
丰田,汉兰达 2012款 2.7L 自动 两驱 精英型 5座,2012年12月,10.00万公里,国4,17.8,27.01万
丰田,凯美瑞 2008款 240E精英版,2008年1月,11.09万公里,国4,6.16,22.77万
丰田,普锐斯 2012款 1.8L CVT 标准版,2013年7月,4.90万公里,"国4,国5",13.0,24.94万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2010年9月,8.19万公里,国4,4.75,15.93万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2010年9月,8.26万公里,国4,4.76,15.93万
丰田,卡罗拉 2009款 GL 天窗特别版 AT,2008年6月,11.00万公里,国4,4.35,15.93万
丰田,凯美瑞 2011款 200G 经典周年纪念版,2011年11月,7.00万公里,国4,9.3,21.04万
丰田,凯美瑞 2008款 240E精英版,2007年10月,12.00万公里,国4,5.75,22.77万
丰田,凯美瑞 2008款 240E精英版,2008年1月,12.00万公里,国4,6.18,22.77万
丰田,埃尔法 2012款 3.5L 手自一体 豪华版,2012年3月,13.00万公里,欧4,51.98,81.32万
丰田,卡罗拉 2011款 1.6 GL 天窗版 AT,2011年2月,8.60万公里,国4,5.2,15.07万
丰田,凯美瑞 2008款 240G 豪华版,2008年9月,12.35万公里,国4,7.3,24.94万
丰田,Sienna 2011款 3.5L 自动 两驱 限量版,2014年3月,4.90万公里,欧4,34.8,暂无
丰田,汉兰达 2012款 3.5L 自动 四驱 豪华型 7座,2013年6月,11.00万公里,国4,24.8,41.23万
丰田,皇冠 2006款 2.5 Royal真皮版,2006年9月,16.00万公里,国4,9.99,34.74万
丰田,Sienna 2015款 3.5L 四驱L,2017年8月,百公里内,"欧4,OBD",43.8,56.44万
丰田,卡罗拉 2016款 双擎 1.8L CVT 领先版,2016年11月,1.28万公里,国5,10.98,15.61万
丰田,汉兰达 2012款 2.7L 自动 两驱 豪华导航型 7座,2013年3月,7.01万公里,国4,20.0,34.60万
丰田,凯美瑞 2012款 2.5G 豪华版,2012年6月,8.20万公里,国4,12.5,23.86万
丰田,埃尔法 2013款 2.4L CVT 豪华版,2015年5月,7.00万公里,欧4,59.8,67.06万
丰田,卡罗拉 2014款 1.6L GL CVT,2015年4月,4.00万公里,"国4,国5",9.55,12.79万
丰田,皇冠 2011款 V6 2.5 Royal 真皮天窗特别版,2012年6月,17.00万公里,国4,17.98,37.42万
丰田,威驰 2011款 1.6L GL-i 天窗版 自动,2012年12月,8.60万公里,国4,5.6,11.71万
丰田,埃尔法 2012款 3.5L 手自一体 豪华版,2012年3月,10.00万公里,欧4,54.8,81.32万
丰田,锐志 2013款 2.5V 尚锐版,2015年12月,3.68万公里,"国4,国5",17.98,26.36万
丰田,汉兰达 2015款 2.0T 自动 四驱 豪华导航版 7座,2015年6月,4.80万公里,"国4,国5",28.8,32.87万
丰田,皇冠 2015款 皇冠 2.5L 标准版,2015年6月,4.80万公里,"国4,国5",25.8,30.37万
丰田,汉兰达 2012款 2.7L 自动 两驱 豪华型 7座,2012年11月,11.20万公里,国4,18.5,32.43万
丰田,皇冠 2011款 V6 2.5 Royal 真皮天窗特别版,2012年5月,12.98万公里,国4,20.0,37.42万
丰田,雅力士 2011款 1.6GS锐动版 自动,2011年12月,14.12万公里,国4,4.0,11.59万
丰田,RAV4荣放 2011款 2.0L 自动经典版,2013年11月,11.16万公里,国4,11.5,21.47万
丰田,RAV4荣放 2011款 2.0L 自动经典版,2013年11月,11.16万公里,国4,11.5,21.47万
丰田,YARiS L 致炫 2015款 1.5L 自动 魅动版,2015年11月,6.46万公里,"国4,国5",6.5,9.31万
丰田,皇冠 2015款 2.0T 时尚版,2016年6月,4.96万公里,国5,23.8,32.00万
丰田,汉兰达 2015款 2.0T 自动 两驱 精英版 5座,2015年7月,4.00万公里,"国4,国5",20.0,26.03万
福特,蒙迪欧 2011款 致胜 2.0L GTDi240 豪华运动型导航版 国4,2011年8月,6.00万公里,国4,8.8,26.25万
福特,蒙迪欧 2008款 致胜 2.3L豪华运动型导航版,2008年5月,7.80万公里,国4,4.78,24.94万
福特,蒙迪欧 2008款 致胜 2.3L 手自一体至尊型,2008年10月,7.20万公里,国4,5.2,24.62万
福特,E系列 2011款 E350—白金版,2011年9月,4.35万公里,欧4,43.99,174.76万
福特,翼虎 2015款 1.5 GTDi 自动 两驱 风尚型,2016年5月,1.27万公里,国5,16.3,23.64万
福特,经典全顺 2010款 柴油 短轴 多功能 中顶 6座,2010年6月,8.26万公里,欧3,4.2,12.14万
福特,蒙迪欧 2010款 致胜 2.3L 豪华运动型导航版,2010年4月,6.30万公里,国4,6.2,24.94万
福特,乔治巴顿 2014款 乔治 巴顿,2015年7月,1.50万公里,--,235.99,暂无
福特,蒙迪欧 2008款 致胜 2.3L豪华运动型导航版,2008年7月,9.80万公里,国4,4.9,24.94万
福特,E系列 2011款 E350—白金版,2014年5月,0.80万公里,欧4,52.8,174.76万
福特,MUSTANG 2016款 2.3T 手自一体 性能版,2016年2月,0.92万公里,国5,31.99,43.40万
福特,E系列 2011款 E350—白金版,2013年7月,3.10万公里,欧4,59.99,174.76万
福特,蒙迪欧 2008款 致胜 2.3L 手自一体豪华运动型导航版,2008年5月,5.83万公里,国4,5.2,24.94万
福特,蒙迪欧 2011款 致胜 2.3L 手自一体豪华型,2011年1月,10.40万公里,国4,7.45,21.14万
福特,蒙迪欧 2011款 致胜 2.3L 手自一体豪华型,2011年12月,6.70万公里,国4,8.0,21.14万
福特,福克斯 2012款 三厢 经典款 1.8L 手动 基本型,2012年1月,3.85万公里,国4,4.5,10.83万
福特,蒙迪欧 2011款 致胜 2.3L 手自一体时尚型,2011年11月,19.29万公里,国4,6.5,19.52万
福特,福克斯 2017款 两厢 1.6L 手动舒适型智行版,2016年12月,2.12万公里,国5,8.0,12.57万
福特,翼搏 2013款 1.5L 手动 风尚型,2014年10月,5.59万公里,欧4,5.6,11.16万
福特,经典全顺 2010款 柴油 短轴 多功能 中顶 6座,2010年9月,8.60万公里,欧3,4.53,12.14万
福特,经典全顺 2010款 柴油 短轴 多功能 中顶 6座,2010年4月,8.55万公里,欧3,4.61,12.14万
福特,经典全顺 2010款 柴油 短轴 多功能 中顶 6座,2010年4月,8.55万公里,欧3,4.62,12.14万
福特,经典全顺 2010款 柴油 短轴 多功能 中顶 6座,2010年7月,8.00万公里,欧3,4.46,12.14万
福特,翼虎 2013款 2.0 GTDi 自动 四驱 尊贵型,2014年1月,4.90万公里,"国4,国5",15.98,29.94万
福特,福克斯 2007款 三厢 1.8手自一体时尚型,2008年5月,9.70万公里,国4,3.2,15.17万
福特,翼搏 2013款 1.5L 自动 尊贵型,2014年10月,4.70万公里,欧4,7.88,13.87万
福特,福克斯 2012款 三厢 1.6L 自动 风尚型,2012年10月,4.39万公里,国4,6.6,15.62万
福特,福克斯 2007款 三厢 1.8MT 舒适型,2008年4月,12.01万公里,"国3,OBD",2.2,13.44万
福特,蒙迪欧 2008款 致胜 2.3L 手自一体豪华运动型导航版,2009年6月,6.10万公里,国4,5.88,24.94万
福特,经典全顺 2011款 柴油 短轴 多功能 中顶 6座,2012年6月,6.80万公里,国3,6.58,13.01万
福特,经典全顺 2015款 柴油 短轴 6座 中顶物流型（国4）,2015年8月,3.00万公里,国4,13.6,13.34万
福特,蒙迪欧 2013款 1.5T 自动 GTDi180 舒适型,2014年7月,2.40万公里,"国4,国5",12.9,19.52万
福特,经典全顺 2010款 柴油 长轴 标准型 高顶 17座(后双胎),2011年5月,8.00万公里,欧3,7.68,19.14万
福特,蒙迪欧 2008款 致胜 2.3L 手自一体至尊型,2008年9月,6.89万公里,国4,4.78,24.62万
福特,经典全顺 2010款 柴油 短轴 多功能 中顶 6座,2009年4月,9.33万公里,欧3,3.88,12.14万
福特,麦柯斯 2009款 2.3L旗舰型天窗版七座,2013年3月,6.00万公里,国4,8.8,26.03万
福特,福克斯 2009款 两厢 2.0AT 运动型,2009年5月,8.60万公里,"国3,OBD",4.48,16.71万
福特,经典全顺 2010款 柴油 短轴 多功能 中顶 6座,2009年6月,9.31万公里,欧3,4.0,12.14万
福特,麦柯斯 2009款 2.3L旗舰型天窗版七座,2013年6月,7.00万公里,国4,8.93,26.03万
福特,E系列 2011款 E350—白金版,2011年5月,4.80万公里,欧4,39.8,174.76万
福特,经典全顺 2010款 柴油 短轴 多功能 中顶 6座,2010年6月,8.15万公里,欧3,4.15,12.14万
福特,新世代全顺 2010款 柴油 长轴 标准型 中顶 15座,2010年1月,8.86万公里,国3,6.5,暂无
福特,新世代全顺 2010款 柴油 短轴 多功能 中顶 6座,2011年5月,9.30万公里,国3,7.58,16.04万
福特,新世代全顺 2010款 柴油 长轴 标准型 中顶 15座,2011年5月,9.60万公里,国3,8.5,暂无
福特,经典全顺 2010款 柴油 短轴 多功能 中顶 6座,2010年11月,9.35万公里,欧3,4.38,12.14万
福特,经典全顺 2010款 柴油 短轴 多功能 中顶 6座,2010年8月,8.57万公里,欧3,4.55,12.14万
福特,福克斯 2012款 三厢 2.0L 自动 旗舰型,2012年7月,6.50万公里,国4,6.6,18.44万
福特,蒙迪欧 2004款 Ghia—x 尊贵型,2004年10月,15.00万公里,国2,1.5,24.94万
福特,经典全顺 2015款 汽油 短轴  中顶 物流车 7座 国4,2016年3月,1.30万公里,国4,10.68,12.05万
福特,经典全顺 2010款 柴油 长轴 多功能 中顶 6座,2010年5月,8.16万公里,欧3,4.68,15.40万
福特,福克斯 2007款 两厢 1.8手自一体时尚型,2007年6月,7.00万公里,国4,3.0,15.17万
福特,翼虎 2013款 2.0 GTDi 自动 四驱 运动型,2014年6月,3.50万公里,"国4,国5",14.98,28.53万
福特,福克斯 2017款 三厢 Ecoboost180 自动精英型,2016年10月,1.00万公里,国5,10.8,16.26万
福特,蒙迪欧 2008款 致胜 2.3L 手自一体至尊型,2008年6月,6.50万公里,国4,5.2,24.62万
福特,蒙迪欧 2010款 致胜 2.3L 豪华运动型导航版,2010年9月,5.20万公里,国4,6.8,24.94万
福特,蒙迪欧 2008款 致胜 2.3L 手自一体至尊型,2008年8月,6.20万公里,国4,4.8,24.62万
福特,麦柯斯 2009款 2.3L豪华型天窗版七座,2012年10月,6.00万公里,国4,8.6,23.86万
