ID,age,job,marital,default,returned,loan,coupon_used_in_last6_month,coupon_used_in_last_month,coupon_ind
11875,56,admin.,married,no,yes,no,2,0,0
11876,46,self-employed,married,no,yes,no,6,0,0
11877,56,technician,married,no,no,no,3,0,0
11878,31,management,single,no,no,no,2,0,0
11879,36,entrepreneur,married,no,no,no,4,0,0
11880,49,technician,married,no,no,no,1,1,0
11881,50,blue-collar,married,no,yes,no,1,0,0
11882,28,management,single,no,no,no,1,0,0
11883,54,housemaid,married,no,no,no,6,0,0
11884,40,management,married,yes,no,no,13,0,0
11885,44,management,married,no,yes,no,12,0,0
11886,32,services,divorced,no,yes,no,1,0,0
11887,29,admin.,married,no,no,no,1,0,0
11888,31,technician,single,no,no,no,14,0,0
11889,38,blue-collar,married,no,yes,yes,2,0,0
11890,32,technician,single,no,no,no,2,0,0
11891,33,management,married,no,yes,no,4,0,0
11892,32,technician,single,no,no,no,2,0,0
11893,45,management,married,no,no,no,1,0,0
11894,36,blue-collar,married,no,no,no,1,0,0
11895,37,blue-collar,single,no,yes,no,2,2,0
11896,59,retired,married,no,yes,no,7,0,0
11897,31,management,divorced,no,yes,yes,10,0,0
11898,32,blue-collar,married,no,yes,yes,5,0,0
11899,29,technician,single,no,yes,no,3,0,0
11900,52,admin.,married,no,yes,yes,1,0,0
11901,32,admin.,single,no,no,no,12,0,0
11902,50,blue-collar,married,no,no,no,7,0,0
11903,48,technician,married,no,no,no,8,0,0
11904,47,technician,married,no,yes,no,2,0,0
11905,36,technician,married,no,no,no,1,0,0
11906,32,management,married,no,yes,no,3,0,0
11907,29,management,married,no,yes,no,1,0,0
11908,31,blue-collar,married,no,yes,no,4,0,0
11909,35,entrepreneur,married,no,no,no,4,0,0
11910,34,services,married,no,yes,no,1,0,0
11911,45,blue-collar,married,no,no,no,7,0,0
11912,59,retired,married,no,yes,no,9,0,0
11913,37,technician,single,no,no,no,5,1,0
11914,38,admin.,single,no,no,no,3,0,0
11915,53,services,married,no,yes,no,1,0,0
11916,23,student,single,no,no,no,2,0,0
11917,51,services,married,no,yes,no,1,0,0
11918,50,services,married,no,yes,no,2,0,0
11919,26,blue-collar,single,no,yes,no,2,0,0
11920,35,management,married,yes,yes,no,1,0,0
11921,31,management,married,yes,no,no,4,0,0
11922,28,blue-collar,married,no,yes,no,1,0,0
11923,46,management,married,no,yes,yes,2,0,0
11924,48,management,married,no,yes,no,1,0,0
11925,23,admin.,single,no,yes,no,1,0,0
11926,51,blue-collar,married,no,no,no,2,0,0
11927,42,technician,married,no,no,yes,1,1,0
11928,49,admin.,single,no,yes,no,1,0,0
11929,31,management,married,no,yes,no,1,0,0
11930,32,technician,married,no,no,no,1,0,0
11931,44,admin.,married,no,no,yes,2,0,0
11932,60,housemaid,married,no,yes,no,3,0,0
11933,45,services,married,no,no,yes,1,0,0
11934,40,admin.,married,no,no,no,1,0,0
11935,35,entrepreneur,single,no,yes,no,2,1,0
11936,52,technician,married,no,no,yes,1,0,0
11937,43,entrepreneur,married,no,no,no,23,0,0
11938,57,housemaid,married,no,no,no,4,0,0
11939,54,management,divorced,no,no,no,6,0,0
11940,50,entrepreneur,married,no,yes,yes,2,0,0
11941,53,services,divorced,no,no,no,3,0,0
11942,42,blue-collar,married,no,yes,no,1,0,0
11943,44,retired,married,no,yes,no,3,0,0
11944,32,technician,married,no,yes,yes,2,0,0
11945,32,services,married,no,yes,no,6,0,0
11946,34,technician,single,yes,no,yes,1,0,0
11947,29,blue-collar,single,yes,yes,no,2,0,0
11948,42,entrepreneur,married,no,no,no,1,0,0
11949,44,management,married,no,yes,no,1,0,0
11950,41,technician,single,no,yes,yes,2,0,0
11951,59,technician,married,no,no,yes,1,0,0
11952,51,technician,married,no,yes,no,4,0,0
11953,51,admin.,divorced,no,yes,no,1,1,0
11954,35,admin.,married,no,no,no,1,1,0
11955,32,management,single,yes,no,no,1,0,0
11956,31,technician,married,no,yes,no,2,0,0
11957,54,blue-collar,married,no,yes,no,1,0,0
11958,59,retired,married,no,no,yes,5,0,0
11959,37,blue-collar,married,no,yes,no,6,0,0
11960,59,blue-collar,married,no,no,yes,10,0,0
11961,29,blue-collar,single,no,no,no,1,0,0
11962,54,services,married,no,no,no,1,0,0
11963,46,admin.,married,no,yes,yes,2,0,0
11964,29,blue-collar,married,no,yes,no,1,0,0
11965,35,services,married,no,yes,no,1,0,0
11966,30,management,single,no,yes,no,1,0,0
11967,40,blue-collar,married,no,yes,yes,1,1,0
11968,52,self-employed,married,no,no,no,4,0,0
11969,39,admin.,married,no,yes,no,1,0,0
11970,35,management,single,no,no,no,1,1,0
11971,50,admin.,divorced,no,no,no,3,0,0
11972,56,self-employed,married,no,no,yes,2,0,0
11973,23,blue-collar,married,no,yes,no,1,0,0
11974,38,management,married,no,yes,no,2,1,0
11975,59,services,married,no,no,no,4,0,0
11976,60,retired,married,no,no,no,1,0,0
11977,29,blue-collar,married,no,yes,no,3,2,0
11978,31,entrepreneur,single,no,no,no,2,0,0
11979,33,blue-collar,married,no,yes,no,9,0,0
11980,33,management,single,no,no,no,4,0,0
11981,37,management,single,no,yes,no,1,0,0
11982,27,management,single,no,no,no,1,1,0
11983,56,admin.,married,no,no,no,1,0,0
11984,34,management,divorced,no,yes,no,2,0,0
11985,33,services,married,no,yes,no,2,0,0
11986,47,housemaid,married,no,no,no,1,0,0
11987,40,technician,divorced,no,yes,no,1,0,0
11988,38,services,married,no,no,no,2,0,0
11989,32,self-employed,married,no,no,no,2,0,0
11990,30,management,married,no,no,no,2,0,0
11991,45,blue-collar,married,no,no,no,2,0,0
11992,40,blue-collar,married,no,no,no,2,0,0
11993,39,management,married,no,yes,yes,3,0,0
11994,39,blue-collar,married,no,yes,no,2,0,0
11995,43,technician,single,no,no,no,2,0,0
11996,27,management,single,no,yes,yes,1,0,0
11997,56,technician,married,no,yes,yes,1,1,0
11998,74,retired,married,no,no,no,2,1,0
11999,46,unemployed,married,no,yes,no,2,0,0
12000,24,student,single,no,no,no,7,1,0
12001,29,management,married,no,yes,no,1,0,0
12002,31,management,single,no,yes,yes,2,0,0
12003,30,management,single,no,yes,no,4,0,0
12004,49,management,single,no,no,yes,2,0,0
12005,28,services,single,no,no,no,1,0,0
12006,70,retired,single,no,no,no,1,0,0
12007,47,admin.,married,no,yes,no,1,1,0
12008,52,entrepreneur,divorced,no,no,yes,3,0,0
12009,44,management,married,no,no,no,2,0,0
12010,39,admin.,married,no,yes,no,1,0,0
12011,28,services,single,no,yes,no,13,0,0
12012,28,unemployed,single,yes,yes,no,3,0,0
12013,45,housemaid,married,no,no,no,6,0,0
12014,45,management,married,no,no,no,1,0,0
12015,35,technician,single,no,yes,no,1,0,0
12016,32,technician,single,no,yes,no,1,0,0
12017,50,entrepreneur,divorced,no,no,no,2,2,0
12018,59,management,divorced,no,no,no,3,0,0
12019,46,management,married,no,no,no,1,0,0
12020,37,management,married,no,yes,no,1,0,0
12021,37,management,married,no,no,no,2,0,0
12022,57,retired,married,no,yes,no,1,0,0
12023,59,admin.,married,no,no,no,2,0,0
12024,48,blue-collar,single,no,yes,yes,2,0,0
12025,46,services,married,no,yes,no,1,1,0
12026,37,technician,single,no,yes,no,3,0,0
12027,54,blue-collar,married,no,yes,no,5,5,0
12028,51,blue-collar,married,no,yes,no,1,0,0
12029,38,management,married,no,no,no,2,0,0
12030,35,blue-collar,married,no,yes,yes,3,0,0
12031,35,management,single,no,yes,no,4,0,0
12032,33,management,married,no,no,no,2,1,0
12033,38,management,married,no,yes,no,3,1,0
12034,28,blue-collar,married,no,yes,no,1,1,0
12035,37,admin.,single,no,yes,no,2,2,0
12036,34,management,married,no,yes,no,2,0,0
12037,31,blue-collar,married,no,yes,no,5,0,0
12038,41,blue-collar,divorced,no,yes,no,1,0,0
12039,38,technician,single,no,yes,no,1,0,0
12040,30,blue-collar,married,no,yes,no,4,0,0
12041,40,admin.,divorced,no,no,no,3,0,0
12042,29,services,single,no,yes,yes,4,4,0
12043,45,retired,divorced,no,no,no,2,0,0
12044,31,management,single,no,no,no,2,0,0
12045,51,blue-collar,married,no,no,no,2,0,0
12046,52,blue-collar,single,no,yes,no,4,0,0
12047,26,student,single,no,no,no,1,0,0
12048,56,admin.,single,no,yes,no,2,0,0
12049,42,housemaid,single,no,yes,no,3,0,0
12050,36,self-employed,married,no,yes,no,1,1,0
12051,47,technician,married,no,yes,no,1,1,0
12052,49,management,married,no,no,no,3,0,0
12053,28,management,single,no,yes,no,4,0,0
12054,35,technician,divorced,no,yes,no,1,0,0
12055,40,unemployed,married,no,yes,no,1,0,0
12056,53,blue-collar,married,no,no,no,4,0,0
12057,36,unemployed,single,no,no,no,2,0,0
12058,44,self-employed,divorced,no,yes,no,3,0,0
12059,52,management,married,no,yes,no,2,0,0
12060,57,technician,married,no,yes,no,1,0,0
12061,48,admin.,married,no,yes,no,4,4,0
12062,46,blue-collar,married,no,yes,no,2,0,0
12063,40,technician,single,no,no,no,2,0,0
12064,43,technician,single,no,yes,no,10,0,0
12065,54,management,married,no,no,no,7,0,0
12066,35,self-employed,single,no,yes,no,8,0,0
12067,41,technician,married,no,yes,no,3,3,0
12068,55,retired,divorced,no,no,no,1,0,0
12069,33,entrepreneur,married,no,yes,no,6,6,0
12070,31,management,married,no,yes,no,1,0,0
12071,41,services,married,no,yes,no,1,0,0
12072,32,blue-collar,single,no,yes,no,1,0,0
12073,27,self-employed,married,yes,yes,yes,1,1,0
12074,29,technician,married,no,yes,no,3,0,0
12075,38,technician,married,no,yes,no,1,0,0
12076,32,admin.,single,no,yes,no,1,0,0
12077,28,blue-collar,married,no,yes,yes,2,0,0
12078,20,student,single,no,yes,no,2,0,0
12079,56,technician,married,no,yes,no,4,0,0
12080,49,technician,married,no,yes,no,16,0,0
12081,28,housemaid,divorced,no,yes,no,1,0,0
12082,44,admin.,married,no,yes,yes,1,1,0
12083,38,technician,single,no,yes,no,2,0,0
12084,30,blue-collar,married,no,no,no,1,0,0
12085,53,self-employed,married,no,yes,yes,30,0,0
12086,39,blue-collar,married,no,yes,no,1,0,0
12087,51,housemaid,married,no,no,no,2,0,0
12088,57,retired,married,no,no,yes,3,0,0
12089,43,admin.,single,no,yes,no,4,0,0
12090,26,blue-collar,single,no,no,no,1,0,0
12091,40,management,single,no,yes,no,2,0,0
12092,42,services,divorced,no,no,no,1,0,0
12093,53,management,married,no,no,yes,1,0,0
12094,39,services,married,no,no,no,1,0,0
12095,43,self-employed,single,no,yes,yes,2,0,0
12096,49,management,single,no,yes,no,3,0,0
12097,51,management,married,no,no,yes,7,0,0
12098,31,services,married,no,yes,no,1,1,0
12099,31,technician,married,yes,yes,no,2,0,0
12100,40,admin.,single,no,yes,no,1,1,0
12101,34,management,married,no,no,no,2,2,0
12102,24,student,single,no,no,no,1,1,0
12103,39,admin.,married,no,yes,no,3,1,0
12104,44,technician,married,no,no,no,3,0,0
12105,42,blue-collar,married,no,yes,no,1,0,0
12106,57,services,married,no,no,no,1,0,0
12107,29,blue-collar,married,no,yes,no,2,0,0
12108,41,blue-collar,married,no,yes,no,3,2,0
12109,30,blue-collar,single,no,yes,no,2,0,0
12110,48,management,married,no,yes,no,24,0,0
12111,38,blue-collar,married,no,yes,yes,1,0,0
12112,59,housemaid,married,no,yes,no,7,0,0
12113,44,management,married,no,no,yes,6,0,0
12114,35,services,married,no,no,no,1,0,0
12115,58,blue-collar,married,no,yes,no,2,2,0
12116,40,technician,married,no,no,no,6,0,0
12117,30,services,single,no,yes,no,2,0,0
12118,28,management,single,no,yes,no,1,1,0
12119,35,housemaid,single,no,yes,yes,5,0,0
12120,34,admin.,single,no,yes,no,1,0,0
12121,33,admin.,married,no,no,yes,2,0,0
12122,32,management,married,no,no,no,6,0,0
12123,53,blue-collar,married,no,yes,no,3,0,0
12124,42,entrepreneur,married,no,yes,no,1,1,0
12125,40,services,divorced,no,no,yes,1,0,0
12126,47,unknown,married,no,no,no,1,0,0
12127,48,entrepreneur,married,no,no,no,1,0,0
12128,38,technician,single,no,yes,no,1,0,0
12129,31,admin.,single,no,yes,no,7,0,0
12130,59,retired,married,no,no,no,6,0,0
12131,36,services,divorced,no,no,no,2,0,0
12132,49,services,divorced,no,yes,no,1,0,0
12133,30,blue-collar,married,no,yes,no,2,0,0
12134,37,self-employed,divorced,no,no,no,2,0,0
12135,30,entrepreneur,single,no,no,no,3,0,0
12136,53,blue-collar,divorced,no,yes,yes,1,1,0
12137,41,management,married,no,yes,yes,1,1,0
12138,28,technician,single,no,yes,no,1,0,0
12139,48,retired,single,no,no,no,16,0,0
12140,32,admin.,single,no,no,no,2,1,0
12141,36,unemployed,single,no,no,no,1,0,0
12142,27,management,single,no,no,no,9,0,0
12143,35,services,married,no,yes,yes,2,0,0
12144,45,blue-collar,married,no,yes,no,5,0,0
12145,39,technician,single,no,no,no,6,0,0
12146,32,blue-collar,married,no,no,no,1,1,0
12147,42,management,married,no,no,no,1,1,0
12148,35,unemployed,divorced,no,yes,no,6,0,0
12149,25,management,married,no,yes,no,4,0,0
12150,32,blue-collar,married,no,yes,no,2,0,0
12151,42,services,married,no,yes,no,2,0,0
12152,29,services,single,no,no,no,4,0,0
12153,24,student,single,no,no,no,1,1,0
12154,55,retired,married,no,no,yes,1,0,0
12155,25,blue-collar,single,no,yes,no,1,0,0
12156,49,services,married,no,no,no,1,0,0
12157,38,blue-collar,married,no,yes,yes,1,0,0
12158,30,technician,single,no,no,no,1,1,0
12159,26,services,single,no,yes,no,5,0,0
12160,45,blue-collar,married,no,no,no,2,0,0
12161,54,retired,married,no,yes,yes,2,0,0
12162,34,admin.,married,no,yes,no,3,0,0
12163,41,management,divorced,no,yes,no,4,4,0
12164,31,blue-collar,married,no,yes,no,4,0,0
12165,42,blue-collar,married,no,yes,no,4,0,0
12166,36,management,single,no,no,no,1,0,0
12167,38,management,married,no,yes,no,3,2,0
12168,28,entrepreneur,married,no,yes,no,6,0,0
12169,48,entrepreneur,married,no,yes,yes,1,0,0
12170,56,retired,married,no,no,no,23,0,0
12171,76,retired,married,no,no,no,1,1,0
12172,27,blue-collar,single,no,yes,yes,5,0,0
12173,39,technician,divorced,no,no,no,1,1,0
12174,55,management,married,no,yes,no,1,0,0
12175,33,services,married,no,yes,yes,4,4,0
12176,42,technician,married,no,no,no,3,0,0
12177,34,blue-collar,married,no,yes,no,7,0,0
12178,38,blue-collar,single,no,no,yes,1,0,0
12179,55,blue-collar,married,no,yes,no,4,0,0
12180,40,admin.,single,no,yes,no,1,0,0
12181,49,housemaid,married,no,no,no,1,0,0
12182,41,blue-collar,married,no,yes,no,1,1,0
12183,56,technician,divorced,no,yes,no,1,0,0
12184,35,technician,married,no,yes,yes,4,0,0
12185,47,blue-collar,divorced,no,yes,no,1,1,0
12186,37,blue-collar,married,no,yes,no,2,0,0
12187,42,technician,single,no,yes,no,1,0,0
12188,39,admin.,married,no,yes,no,6,0,0
12189,43,blue-collar,married,no,no,no,2,0,0
12190,52,blue-collar,married,no,yes,no,2,0,0
12191,29,management,single,no,yes,no,4,3,0
12192,56,retired,married,no,yes,no,1,0,0
12193,44,management,married,yes,yes,no,2,0,0
12194,41,management,married,no,no,no,8,0,0
12195,34,student,single,no,no,no,3,0,0
12196,34,blue-collar,married,no,yes,yes,1,0,0
12197,27,unemployed,single,no,no,no,3,0,0
12198,58,admin.,married,no,no,no,2,0,0
12199,51,technician,married,no,yes,no,3,0,0
12200,35,management,divorced,no,no,no,3,0,0
12201,42,management,married,no,yes,no,1,0,0
12202,51,blue-collar,married,yes,yes,no,4,0,0
12203,37,entrepreneur,single,no,no,no,10,4,0
12204,52,technician,married,no,no,yes,4,0,0
12205,40,services,married,no,yes,yes,2,0,0
12206,39,admin.,married,yes,no,no,3,0,0
12207,55,retired,married,no,yes,no,1,0,0
12208,40,housemaid,married,no,no,no,3,0,0
12209,49,technician,divorced,no,no,yes,3,0,0
12210,32,management,single,no,yes,yes,1,0,0
12211,59,services,married,no,yes,no,3,0,0
12212,55,technician,divorced,no,no,no,1,0,0
12213,34,technician,married,no,no,no,1,0,0
12214,46,blue-collar,divorced,no,yes,no,2,0,0
12215,32,blue-collar,single,no,yes,yes,4,0,0
12216,44,services,married,no,no,yes,2,0,0
12217,32,technician,single,no,yes,yes,17,0,0
12218,56,management,married,no,no,no,6,0,0
12219,32,technician,single,no,no,no,2,0,0
12220,43,blue-collar,married,no,yes,no,2,0,0
12221,31,blue-collar,married,no,yes,no,8,1,0
12222,37,blue-collar,married,no,yes,yes,1,0,0
12223,58,unemployed,single,no,no,no,5,0,0
12224,52,blue-collar,single,no,no,no,2,0,0
12225,30,technician,married,no,yes,no,2,0,0
12226,58,retired,married,no,yes,yes,1,0,0
12227,37,technician,married,no,yes,no,1,1,0
12228,49,blue-collar,married,no,no,no,6,0,0
12229,37,blue-collar,married,no,yes,no,1,0,0
12230,40,admin.,married,no,yes,yes,2,0,0
12231,31,blue-collar,married,no,no,no,3,0,0
12232,26,services,divorced,no,yes,no,2,0,0
12233,41,housemaid,divorced,no,yes,yes,4,0,0
12234,54,unemployed,divorced,no,yes,no,1,0,0
12235,33,technician,married,no,no,yes,4,0,0
12236,34,technician,single,no,no,no,3,0,0
12237,57,technician,married,no,no,no,2,0,0
12238,58,retired,married,no,yes,no,5,0,0
12239,40,services,married,no,yes,no,1,0,0
12240,26,technician,single,no,yes,no,1,0,0
12241,48,management,divorced,no,yes,no,1,0,0
12242,26,technician,single,no,no,yes,3,0,0
12243,34,management,divorced,no,yes,no,1,0,0
12244,60,entrepreneur,married,no,no,no,1,0,0
12245,52,unemployed,married,no,no,yes,1,0,0
12246,45,blue-collar,married,no,no,no,4,0,0
12247,30,blue-collar,married,no,yes,no,1,0,0
12248,41,technician,divorced,no,yes,no,2,0,0
12249,34,entrepreneur,married,no,yes,no,1,0,0
12250,56,management,married,no,no,no,8,0,0
12251,47,technician,married,no,yes,yes,1,1,0
12252,38,housemaid,married,no,no,no,1,0,0
12253,54,services,married,no,no,no,6,0,0
12254,38,blue-collar,married,no,yes,no,4,4,0
12255,32,admin.,married,no,yes,no,4,0,0
12256,43,blue-collar,single,no,no,no,4,0,0
12257,33,management,single,no,yes,no,1,0,0
12258,33,blue-collar,married,no,yes,yes,2,0,0
12259,41,management,single,no,yes,no,1,0,0
12260,46,admin.,married,no,no,no,13,0,0
12261,31,management,married,no,yes,no,1,0,0
12262,51,blue-collar,divorced,no,no,yes,4,0,0
12263,36,blue-collar,married,no,no,no,1,0,0
12264,27,student,single,no,no,no,1,1,0
12265,42,services,married,no,yes,no,1,0,0
12266,36,admin.,divorced,no,yes,no,1,0,0
12267,48,management,single,no,no,yes,1,0,0
12268,54,blue-collar,married,no,yes,no,1,0,0
12269,38,admin.,married,no,no,no,2,0,0
12270,35,blue-collar,married,no,no,no,4,0,0
12271,49,entrepreneur,married,yes,no,yes,1,0,0
12272,36,technician,married,no,yes,no,2,2,0
12273,47,technician,divorced,no,yes,yes,3,0,0
12274,27,blue-collar,married,no,yes,yes,1,1,0
12275,42,technician,married,no,yes,no,1,0,0
12276,45,blue-collar,married,no,no,yes,1,1,0
12277,43,management,married,no,no,no,8,0,0
12278,50,management,married,no,yes,no,11,0,0
12279,32,technician,divorced,no,yes,yes,4,0,0
12280,52,management,married,no,no,no,1,0,0
12281,33,technician,single,no,yes,no,1,0,0
12282,33,blue-collar,married,no,yes,yes,3,1,0
12283,45,management,married,no,yes,no,4,0,0
12284,41,blue-collar,divorced,no,yes,no,2,0,0
12285,36,blue-collar,divorced,no,yes,no,1,1,0
12286,39,entrepreneur,married,no,no,no,3,0,0
12287,31,blue-collar,single,no,yes,no,3,0,0
12288,47,technician,married,no,yes,no,4,0,0
12289,26,admin.,married,no,yes,no,1,0,0
12290,49,blue-collar,married,no,no,no,1,0,0
12291,37,blue-collar,single,no,yes,no,2,0,0
12292,59,retired,married,no,yes,no,1,0,0
12293,49,blue-collar,married,no,yes,no,10,0,0
12294,37,management,married,no,no,no,1,0,0
12295,53,technician,married,no,no,no,6,0,0
12296,35,services,single,no,yes,no,2,0,0
12297,32,technician,single,no,no,no,2,0,0
12298,29,blue-collar,single,no,yes,no,1,0,0
12299,32,admin.,single,no,yes,no,1,1,0
12300,30,management,married,no,no,no,2,0,0
12301,41,blue-collar,single,no,yes,no,2,0,0
12302,37,admin.,single,no,no,no,2,0,0
12303,47,blue-collar,married,no,yes,no,2,0,0
12304,35,management,single,no,yes,yes,1,0,0
12305,37,blue-collar,married,no,yes,no,4,0,0
12306,52,management,divorced,no,no,no,2,0,0
12307,43,blue-collar,divorced,no,yes,no,3,0,0
12308,49,housemaid,married,no,no,yes,1,0,0
12309,29,self-employed,married,no,no,yes,1,1,0
12310,35,retired,married,no,no,yes,3,0,0
12311,34,technician,married,no,no,no,2,0,0
12312,34,unemployed,married,no,no,no,2,0,0
12313,25,student,single,no,no,no,1,1,0
12314,58,blue-collar,married,no,yes,no,6,0,0
12315,50,entrepreneur,single,no,no,no,2,0,0
12316,24,management,single,no,yes,no,1,0,0
12317,50,housemaid,married,no,no,yes,4,0,0
12318,41,management,divorced,no,yes,no,1,0,0
12319,32,management,single,no,yes,no,2,1,0
12320,30,services,single,no,yes,no,7,0,0
12321,36,admin.,single,no,no,no,1,0,0
12322,37,blue-collar,single,no,yes,no,1,0,0
12323,32,blue-collar,married,no,yes,no,3,2,0
12324,48,housemaid,married,no,yes,no,2,0,0
12325,37,self-employed,single,no,no,no,2,0,0
12326,47,blue-collar,married,no,no,yes,1,1,0
12327,69,retired,married,no,no,no,1,1,0
12328,48,technician,divorced,no,no,no,3,0,0
12329,52,blue-collar,married,no,no,yes,7,0,0
12330,30,management,single,no,yes,no,5,0,0
12331,50,entrepreneur,married,no,yes,no,1,0,0
12332,29,blue-collar,married,no,yes,no,1,0,0
12333,58,management,married,no,no,yes,2,0,0
12334,36,services,married,no,yes,no,2,0,0
12335,57,self-employed,married,no,no,no,6,0,0
12336,33,technician,single,no,yes,no,3,0,0
12337,35,self-employed,married,no,no,no,5,0,0
12338,32,services,single,no,no,no,9,0,0
12339,29,self-employed,single,no,yes,no,1,0,0
12340,31,unemployed,married,no,yes,no,1,0,0
12341,39,technician,married,no,no,yes,1,1,0
12342,27,services,single,no,yes,no,3,0,0
12343,35,blue-collar,married,no,no,no,6,0,0
12344,38,blue-collar,married,no,no,no,3,0,0
12345,27,blue-collar,married,no,yes,no,6,0,0
12346,49,management,divorced,no,no,yes,1,0,0
12347,52,technician,single,no,yes,no,1,0,0
12348,40,management,married,no,yes,no,4,0,0
12349,26,student,single,no,no,no,2,0,0
12350,40,blue-collar,divorced,no,yes,no,1,0,0
12351,39,technician,divorced,no,yes,yes,2,1,0
12352,44,technician,married,no,yes,yes,1,0,0
12353,30,student,single,no,no,no,2,0,0
12354,50,admin.,married,no,no,yes,1,1,0
12355,59,unemployed,married,no,no,no,1,0,0
12356,53,admin.,single,no,no,no,2,2,0
12357,55,blue-collar,single,no,no,yes,1,0,0
12358,49,unknown,married,no,no,no,2,0,0
12359,44,management,single,no,yes,no,4,3,0
12360,48,admin.,divorced,no,yes,no,1,0,0
12361,36,blue-collar,single,no,yes,no,3,0,0
12362,27,blue-collar,single,no,yes,no,4,2,0
12363,42,services,married,no,yes,no,5,1,0
12364,57,housemaid,married,no,no,no,3,0,0
12365,37,technician,single,no,no,no,5,0,0
12366,31,unemployed,married,no,yes,no,1,0,0
12367,30,entrepreneur,single,no,yes,no,4,0,0
12368,47,blue-collar,married,no,yes,no,1,0,0
12369,27,blue-collar,married,no,yes,no,1,0,0
12370,43,technician,married,no,no,no,1,0,0
12371,38,blue-collar,married,no,no,no,1,0,0
12372,49,blue-collar,married,no,no,no,15,0,0
12373,28,management,single,no,yes,no,1,0,0
12374,32,management,married,no,yes,yes,2,0,0
12375,23,services,single,no,yes,yes,8,0,0
12376,31,technician,married,no,yes,no,1,0,0
12377,56,unemployed,married,no,yes,no,1,0,0
12378,30,blue-collar,married,no,yes,yes,3,0,0
12379,40,management,married,no,no,no,4,0,0
12380,30,blue-collar,married,no,yes,no,1,0,0
12381,55,retired,divorced,no,no,no,3,0,0
12382,33,technician,married,no,no,no,3,0,0
12383,35,technician,single,no,yes,no,1,1,0
12384,56,blue-collar,married,no,yes,no,1,0,0
12385,48,management,married,no,yes,no,1,1,0
12386,41,technician,married,no,yes,yes,5,5,0
12387,41,technician,married,no,yes,no,1,0,0
12388,34,management,married,no,no,no,3,3,0
12389,26,admin.,married,no,yes,yes,2,0,0
12390,27,entrepreneur,married,no,no,no,4,0,0
12391,36,admin.,married,no,no,yes,3,0,0
12392,31,management,single,no,yes,no,2,0,0
12393,33,admin.,divorced,no,yes,yes,3,0,0
12394,32,blue-collar,married,no,yes,no,2,2,0
12395,45,blue-collar,married,no,yes,no,3,0,0
12396,42,entrepreneur,married,no,yes,no,2,0,0
12397,53,management,divorced,no,no,no,23,0,0
12398,28,technician,single,no,yes,no,3,0,0
12399,37,housemaid,divorced,no,yes,no,1,1,0
12400,35,management,single,no,yes,no,2,0,0
12401,37,management,married,no,no,no,4,0,0
12402,58,management,married,no,yes,no,1,0,0
12403,25,student,single,no,no,no,3,0,0
12404,26,self-employed,married,no,yes,no,2,0,0
12405,44,blue-collar,single,no,yes,no,2,0,0
12406,50,management,married,no,yes,yes,11,0,0
12407,31,admin.,married,no,yes,yes,7,0,0
12408,41,admin.,married,no,yes,no,3,0,0
12409,35,management,married,no,no,yes,1,0,0
12410,35,blue-collar,married,no,no,no,2,0,0
12411,32,blue-collar,married,no,yes,no,1,0,0
12412,39,entrepreneur,married,no,yes,no,2,0,0
12413,27,technician,single,no,no,no,1,0,0
12414,53,entrepreneur,married,no,yes,no,2,2,0
12415,46,management,married,no,no,no,4,0,0
12416,46,blue-collar,married,no,no,no,2,0,0
12417,39,technician,married,no,no,no,2,0,0
12418,32,entrepreneur,divorced,no,yes,yes,3,0,0
12419,49,blue-collar,married,no,yes,no,2,0,0
12420,30,services,married,no,yes,yes,4,0,0
12421,49,housemaid,married,no,yes,no,1,0,0
12422,39,blue-collar,married,no,no,yes,14,0,0
12423,46,blue-collar,married,no,no,no,3,0,0
12424,46,admin.,divorced,no,no,no,1,1,0
12425,60,management,married,no,no,no,15,0,0
12426,54,management,married,no,yes,no,2,0,0
12427,32,technician,married,no,yes,no,2,0,0
12428,32,blue-collar,single,no,yes,no,1,1,0
12429,31,services,single,no,yes,no,2,2,0
12430,55,management,divorced,no,yes,no,4,0,0
12431,41,unemployed,married,no,yes,no,1,0,0
12432,46,management,married,no,yes,no,11,0,0
12433,30,management,single,no,no,no,2,0,0
12434,36,blue-collar,married,no,yes,no,2,0,0
12435,56,blue-collar,married,no,no,yes,7,0,0
12436,38,services,married,no,yes,no,33,0,0
12437,55,blue-collar,married,no,no,no,2,0,0
12438,42,technician,married,no,yes,no,4,0,0
12439,47,admin.,married,no,no,no,3,0,0
12440,41,blue-collar,married,no,yes,no,1,0,0
12441,50,management,married,no,yes,no,2,0,0
12442,28,admin.,single,no,yes,no,1,0,0
12443,58,retired,married,no,yes,no,6,0,0
12444,56,retired,single,no,no,no,1,0,0
12445,38,blue-collar,married,no,yes,no,1,0,0
12446,33,management,married,no,yes,no,1,0,0
12447,53,admin.,divorced,no,yes,no,2,0,0
12448,52,management,married,no,no,no,3,0,0
12449,31,admin.,married,no,yes,no,1,0,0
12450,28,admin.,single,no,yes,no,3,0,0
12451,22,student,single,no,yes,no,1,0,0
12452,36,self-employed,single,no,no,no,2,0,0
12453,40,management,married,no,yes,no,6,0,0
12454,50,services,married,no,yes,no,2,0,0
12455,50,blue-collar,married,no,no,yes,2,0,0
12456,48,admin.,married,no,yes,no,2,0,0
12457,30,technician,single,no,yes,no,1,0,0
12458,46,housemaid,married,no,yes,no,1,0,0
